title	is_fake
С начала года выписано более тысячи административных протоколов за несоблюдение православного поста	1
В Москве вручили «Балетный Оскар»	0
Поражения Челси доводят Абрамовича до слез	0
Корпорация Mail.ru Group объявила о покупке форума Двач	1
У Патриарха Кирилла нашли незадекларированную недвижимость в раю	1
Названы вымирающие страны	0
Светлана Тихановская после обеда в Белом доме помыла посуду	1
В большинстве регионов России не успевают закупить химикаты для хлорирования крещенских купелей	1
Госдума запретила экспорт цветных металлов из России	0
Сторонников Навального высадили из самолёта, совершавшего рейс Москва-Красноярск	1
Эстонская пресса обвиняет ВВС России в имитации массированного авианалета	0
Крупнейшие державы Европы согласились ввести общий банковский налог	0
Британские музеи выкупили картину Тициана за 45 миллионов фунтов	0
Рога убитого Рашкиным лося повесят в мавзолее Ленина	1
AMD заподозрила бывших сотрудников в краже коммерческих тайн	0
Россиян будут штрафовать за отказ участвовать в акции «Бессмертный полк»	1
Новак назвал конечную цель сокращения добычи нефти Россией	0
В Госдуму внесён законопроект о праве мужей ссылать неверных жён в монастырь	1
HP представила первую в мире Wi-Fi-мышь	0
Уткин потребовал от Канделаки извинений за сообщение в соцсети	0
Детям алкоголиков разрешат курить в школе	1
Дональд Трамп нанял афроамериканца, который будет произносить за него слово «nigger»	1
Работа метро Киева оказалась под угрозой из-за долга перед российской компанией	0
Профицит платежного баланса России снизился втрое	0
Наркологи просят россиян не прерывать резко первомайский запой	1
Японская станция Akatsuki запечатлела «бантик» на Венере	0
Пытают пережаренным шашлыком: Саакашвили пожаловался на унизительные условия содержания в грузинской тюрьме	1
В Госдуме констатировали устранение проблем в реализации закона об онлайн-кассах	0
Россия категорически отрицает связь между взрывом в Дубае и переговорами ОПЕК+	1
Реликтовые нейтрино оказались бесполезны для астрономов	0
Грузинскую морковку и дыни пустили в Россию	0
В России предложили ввести налог за использование иностранных соцсетей	1
Геологи раскрыли тайну землетрясений	0
Укупника оштрафовали на пять тысяч рублей	0
Григорий Явлинский призвал избирателей не голосовать за Андрея Пивоварова	1
Совладелец Русского угля построит два молла в регионах	0
Названы главные угрозы для человечества	0
«Альтернативы углю Донбасса нет»: Илон Маск заявил о бесперспективности зелёной энергетики	1
Российские школы обяжут еженедельно отчитываться о снижении бюрократической нагрузки на учителей	1
Эксперименты на крысах объяснили привлекательность женского белья	0
Мединский потребовал прекратить шизофренические рефлексии на тему истории	0
Рогозин: пожар на МКС мог возникнуть из-за несоблюдения правил эксплуатации печного отопления	1
Депутаты и сенаторы собрались в Манеже, чтобы отрепетировать овации к Посланию Президента Федеральному Собранию	1
Михаил Дегтярёв: «Зачем вам бензин, когда есть автомобили Tesla?»	1
Российскую велогонщицу Антошину дисквалифицировали за допинг	0
Разговоры по мобильному приравняли к пьянству	0
Sony снимет современную версию Франкенштейна	0
СМИ узнали о решении России напрямую поставлять коксующийся уголь в Донбасс	0
Gucci выиграл тендер на поставку костюмов для Ленина	1
В Москве открылась выставка военных знамен	0
ЮКОС поможет Роснефти порвать с Газпромом	0
Полиция назвала виновного в аварии российской бобслеистки	0
Простые карандаши заменят ручки на избирательных участках на выборах в Госдуму	1
Зеленский наградил комика Мирзализаде орденом Ярослава Мудрого	1
Николай Попа и Руслан Табаров дадут интервью Маргарите Симоньян	1
Телекоммуникационные компании Европы обвалили рынок	0
Лаврову присудили премию Союза писателей России	0
В Суздале арестована гадалка, предсказавшая победу Навального на президентских выборах в 2024 году	1
Среди вакцинированных москвичей разыграют биткоины	1
Рукописный текст Люси в небесах с алмазами уйдет с молотка	0
Либерализация в КНДР: пограничники будут давать перебежчикам 15-секундную фору перед стрельбой	1
Русский стандарт займется страхованием пенсионеров	0
ВЭБ выкупил долги спасенного Путиным Байкальского ЦБК	0
Сборная Португалии вышла в четвертьфинал Евро-2004	0
ЕС допустил США к банковским данным европейцев	0
Правительство урежет госрасходы на 10 процентов	0
Минкульт: новые правила для музыкантов по литованию произведений не распространяются на рэперов	1
Разработчики симулятора козла помогут выпустить игру про пропавшего дядю	0
Шведы отказались объединять Мегафон с турецким сотовым оператором	0
Пашинян признал, что автоматы солдатам армянской армии выдавали без патронов	1
Skype исправил ошибку в синхронизации сообщений	0
Дмитрий Гордон станет рекламным лицом шампуней Head&Shoulders	1
В России могут амнистировать осужденных за незарегистрированные радиоприёмники	1
Джордж Сорос стал почетным профессором ВШЭ	1
Бейонсе, Боно и Рианна вспомнили 23 ситуации для убийства чернокожих	0
Панарин подрался в матче НХЛ	0
Бриан Жубер стал трехкратным чемпионом Европы	0
Партия «Яблоко» намерена помешать выходу расследования Навального о всемирном еврейском заговоре	1
NASA признает пьянство астронавтов	0
Хиддинк проведет переговоры с Ювентусом	0
Франция поставит Марокко новейший многоцелевой фрегат	0
Москвичам простили ошибочные долги по налогам на 5,5 миллиарда рублей	0
Министр обороны Франции посетит страусиную ферму для получения военных консультаций	1
ФК «Луч-Энергия» высмеял свое финансовое положение с помощью Mannequin Challenge	0
Тимати попытались подкупить во время суда по делу диджея Smash	0
РАО ЕЭС призвало Мосэнерго отказаться от посредников	0
Беспилотный конь сбил пешехода вблизи слободы Германа Стерлигова	1
«Не ожидал, но очень приятно»: Иосиф Пригожин прокомментировал получение 80 млн рублей со счёта ФБК	1
В НАТО опровергли информацию о бесполётной зоне и закрытых водах у дворца в Геленджике	1
Правительство выделит 100 млн на создание положительного образа мигрантов в СМИ	1
Брэд Питт приедет на открытие ММКФ	0
Власти Москвы в 5 раз ускорили вакцинацию, предложив опциональный платный вариант с золотой картой привитого	1
Газпром отвел Украине месяц на погашение газового долга	0
Белорусский суд признал процент по российскому кредиту завышенным	1
Россиянин Сергей Иванов выиграл этап Тур де Франс	0
«Реальный» Гомер Симпсон ужаснул пользователей сети	0
Вице-спикер Госдумы Петр Толстой предложил построить пять деревень на берегу Женевского озера	1
Лукашенко объявил джихад Литве	1
В мюнхенской пивной прошел митинг протеста против удаления немецких YouTube-каналов Russia Today	1
Члены делегации движения «Талибан»* станут гостями передачи «Воскресный вечер с Владимиром Соловьёвым»	1
Sega выкупила издателей Shin Megami Tensei	0
Международная федерация футбола в мае подпишет антидопинговый кодекс	0
РПЦ введёт QR-коды для посещения храмов	1
“Они хотят его закормить до смерти”: в Бундестаге обеспокоены увеличением веса Навального в колонии	1
Вместо Послания Федеральному собранию президент зачитал Призывы ЦК КПСС к 1 мая 1985 года	1
Ученые объяснили быстроту движения сперматозоидов	0
Объяснено появление загадочных узоров на поверхности Луны	0
Дмитрий Песков опроверг информацию о блокировке сайта Навального	1
«Поедут на кукурузу»: Байден рассказал о готовящейся в США реформе высшего образования	1
Выпускникам разрешат использовать «Яндекс.Переводчик» на ЕГЭ по английскому языку	1
Физики научились лазером вызывать молнии	0
Владимира Кличко обязали провести бой с болгарским боксером	0
Спартак опротестует дисквалификацию Карпина	0
Омский союз ветеранов ВОВ может пополнить список иностранных агентов	1
Группа феминисток штурмует загородный дом Елены Степаненко	1
Тракторист-неудачник, холода в Техасе, суд над Навальным и российский язык в нашей еженедельной рубрике «Панорама недели»	1
Итоги года. Плохие новости	1
На свой юбилей директор Пушкинского музея устроила игру в бисер	0
В рабочем кабинете губернатора обнаружили портрет Навального и 500 млн рублей	1
Американская армия будущего собирается воевать под управлением Linux	0
«Отряды Путина» провели спецоперацию по освобождению Бритни Спирс	1
Звезду «Такси» Сами Насери избили в Москве	0
У японских собак появились свои рингтоны	0
Genshin Impact подарит российским игрокам бесплатных героев за информацию о военных базах в Восточной Сибири	1
Белоруссия продаст туркам государственного сотового оператора	0
На базе Чернобыльской АЭС создадут центр ГМО	1
IKEA построит офисный центр в Подмосковье	0
Герман Греф предложил выдавать кредиты с 14 лет	1
Российские ученые нашли «спусковой крючок» болезни Альцгеймера	0
Инспекторы ГИБДД смогут вакцинировать граждан	1
На границе Алтайского края и Республики Алтай предложили учредить Алтайскую область	1
Лукашенко назначил Анастасию Вашукевич послом Беларуси в РФ	1
Россия построит железную дорогу в обход Украины	0
Лики любви закроются без Кар-Вая и Легенд Риты	0
Фанат сборной Северной Ирландии погиб на пляже в Ницце	0
Лидерам Зенита предложат новые контракты	0
Надаль проиграл 18-летнему канадцу Денису Шаповалову	0
Подмосковный Атлант вышел в 1/4 финала плей-офф КХЛ	0
Хабаровск появится на новой купюре в 1000 юаней	1
«Пора наказать коррупционеров»: «Единая Россия» объявила о переходе в оппозицию	1
Бывший игрок киевского «Динамо» предложил украинцам бойкотировать ЧМ в России	0
Российских брокеров впервые допустили к торгам на Nasdaq	0
Андерсу Брейвику запретили посещать тюремный тир	1
Герман Греф займется точечным развитием промышленности	0
Эльдар Рязанов объявил номинантов Ники за 2004 год	0
Возникла нештатная ситуация в ходе выведения «Протона-М» с мексиканским спутником	0
Концерт Дэвида Боуи для телеканала VH1 издадут на DVD	0
Обзор рынков: РТС не удержался на отметке 1900 пунктов	0
Самолёты, пропавшие в Казани, в последний раз видели на палубе корвета «Проворный»	1
В Москве началась вакцинация кошек от COVID-19	1
Сергей Гончар передумал покидать НХЛ	0
Сотрудник Microsoft показал прототип смартфона на базе Windows Phone 7	0
Иран презентует российским компаниям нефтегазовые проекты	0
Адольфа Гитлера исключили из Союза художников Австрии	1
Росстрахнадзор опубликовал свой черный список страховщиков	0
ФАС возбудила дело против магазинов, торговавших дешёвыми сахаром и морковью	1
Тренер Малкина повезет сборную США на Олимпиаду в Сочи	0
«Будем отбирать марихуану»: Великобритания ответила Нидерландам за отобранные у водителей бутерброды	1
Россиянам запретят отказываться от предложенных банками кредитов	1
Бразильцы купят крупнейшего в мире производителя окорочков	0
Две книги Ричарда Докинза внесли в реестр экстремистских материалов	1
Минфин предложил отказаться от обязательного страхования	0
Узбекистан запретил себе вмешиваться в дела частных банков	0
Основными кормильцами 40 процентов семей в США оказались женщины	0
В Великобритании появится сеть «Отравляющие боевые вещества-free» кофеен для российских диссидентов	1
Психиатрическая больница им. Алексеева начала подготовку военных экспертов для российских телешоу	1
Аэропорт Внуково заявил о своем банкротстве	1
Авиадискаунтер Sky Express обзаведется бизнес-классом	0
Федерация хоккея России объявила состав сборной на Кубок мира	0
Татьяна Тотьмянина и Максим Маринин стали олимпийскими чемпионами в фигурном катании	0
ЮКОС просит власти не взимать долг по НДС за экспорт нефти	0
Пятый экземпляр Белого альбома The Beatles выставлен на аукцион	0
Приватизация Сбербанка принесет бюджету Москвы сотни миллионов долларов	0
Российские компании договорились о сотрудничестве в Арктике	0
Телеведущий Эрнест Мацкявичюс объявил о намерении стать президентом Литвы	1
Для получения подарков от Деда Мороза детям придётся предъявить QR-код	1
«Трансформеров 4» снимут на новые камеры IMAX	0
Главврач НОК РБ: у Тимановской есть все признаки вялотекущей шизофрении, она нуждается в экстренной помощи	1
Испанцы разочарованы первой в истории гендерно-нейтральной корридой	1
“Он умышленно сел в тюрьму, чтобы жить за счёт государства”: СК завел новое дело против Навального	1
Все арестованные 23 января россияне могут быть временно признаны гражданами США	1
Минприроды постановило изъять каракала Гошу в пользу зоопарка	1
Сиквел Amnesia обрел дату выхода	0
Совершившие каминг-аут россияне получат из фонда Сороса по тысяче долларов	1
МВД Беларуси обучит голубей срывать БЧБ-ленточки	1
Памфилова: «В 2024 и 2030 можно обойтись и без выборов»	1
Импорт товаров в Россию резко сократился	0
СМИ узнали об угрозе Nissan разорвать альянс с Renault	0
СМИ узнали сроки выхода MS Office для iPad	0
Озоновый слой Земли начал восстанавливаться	0
Чубайс: «Российские учёные просто не вписались в рынок»	1
«За сильную, независимую, единую Россию»: ЦИК представил лозунг выборов в Госдуму	1
Аэрофлот отменил рейсы в Нью-Йорк	0
Английские консерваторы выступили за сохранение классической бинарной трансгендерности	1
Астраханская пенсионерка, пожаловавшаяся на нищету президенту в ходе Прямой линии, отделалась условным сроком	1
Самый известный в мире сноубордист приедет в Россию с новым фильмом	0
Луи ван Галь решил возглавить «Манчестер Юнайтед»	0
Следственный комитет возбудил уголовное дело против коронавируса	1
Вице-губернатора, случайно выругавшегося на украинском языке во время совещания, отстранили на время проверки	1
Российские гимнасты остались без медалей в личном многоборье на ОИ	0
Мутко снял вопрос о протесте на поражение Плющенко	0
Прокурор Неаполя: «Мафия зарабатывает миллиарды евро, выпуская спагетти на полтора сантиметра короче»	1
Депутата Рашкина проверят на причастность к сокращению популяции амурского тигра	1
Российская сеть игровых автоматов выходит на биржу	0
Сэм Смит опубликовал клип с кадрами из нового фильма о Бонде	0
На российский кинорынок выходит крупнейший учетчик сборов	0
Украинским обменникам запретили продавать дорогие доллары	0
Украина требует от России вернуть ей 12 млн тонн грязи	1
Надаль сместил Федерера с места лидера чемпионской гонки АТР	0
В 2003 году в Москве откроется трасса Формулы-1	0
В Shell подтвердили желание инвестировать в Россию в условиях санкций	0
Россиянам оставят дешевую водку	0
Фастфуд в Нью-Йорке разорился из-за слишком узкого дверного проёма	1
Проезд дешевле на рубль: в правительстве предложили бонусы для привитых от коронавируса	1
«Кортеж» для Путина построят на арабские деньги	0
Алексей Навальный подал в суд на ФСИН за плохую уборку своего спального места	1
Билялетдинов нашел тренера для молодежной сборной России	0
Американка из-за слуховых галлюцинаций отвернулась от соперницы в MMA-поединке	0
Ростехнологии устроят распродажу непрофильных активов	0
В Газпроме сравнили действия Еврокомиссии с воровством	0
Чиновник 15 лет не являлся в суд по делу о коррупции из-за постоянных болезней	1
Власти Сингапура предложили бесплатную стерилизацию всем владельцам Xiaomi	1
РЖД отменили 144 электрички в регионах	0
Россиян, которые не смогут собрать детей в школу к 1 сентября, лишат родительских прав	1
17-летний регбист из Новой Зеландии умер из-за травмы головы	0
Росавиация хочет регламентировать полёты пчёл	1
На фоне газового кризиса власти Германии разрешили сбор валежника	1
В Голливуде объяснили нежелание Крэйга использовать Android в «Спектре»	0
Олег Маскаев выиграл взвешивание у боксера с Ямайки	0
Марадона вернулся в свою первую команду	0
Дом-музей Чикатило в Шахтах испытывает рекордный наплыв посетителей из-за выхода сериала про маньяка	1
Учащихся спортивных классов освободят от сдачи ЕГЭ и изучения иностранных языков	1
Выпущен самый маленький смартфон BlackBerry	0
Премьеру мюзикла по Стивену Кингу перенесли на осень 2010 года	0
Москвичей, вовремя не заменивших плитку в квартире, привлекут к ответственности	1
Лукашенко предложил России помощь по ленд-лизу	1
Чистая прибыль Газпрома упала в 2,6 раза	0
В России введут уголовную ответственность за отрицание единства русского, украинского и белорусского народов	1
Фетисов взял дело Пылевой под личный контроль	0
Джо Байден согласился на переговоры с Горбачёвым	1
Мэрилин Мэнсон решил стать новым человеком-змеей	0
Терек получил три пробоины от ЦСКА на старте чемпионата	0
Неизвестные покрасили все яйца в доме Александра Невзорова	1
Пьяных моряков Каспийской флотилии задержали в территориальных водах Индии	1
Русская Википедия удалила статью об Алексее Навальном из-за потери энциклопедической значимости персоны	1
В Госдуму внесён законопроект о запрете клеветы в адрес движения «Талибан»*	1
Бывший гендиректор Базэла вернулась в компанию	0
Samsung поддержит платформу Google TV	0
Режиссер Отверженных заставит актеров петь на съемочной площадке	0
Nintendo засудила австралийца за пиратскую игру про Марио	0
Навальный получил взыскание в СИЗО за сбор материалов для расследования о начальнике «Матроcской тишины»	1
Евро на ММВБ-РТС превысил отметку в 40 рублей	0
Биологи впервые запрограммировали геном	0
Результаты налоговой амнистии скроют от налоговой службы	0
Куклачев построит своим кошкам дворец в Израиле за миллион долларов	0
Глава «Аэрофлота» назвал банкротства в отрасли поводом для развития	0
В России введут уголовную ответственность за пропаганду вегетарианства	1
Космонавтов не будут спасать от вспышки на Солнце	0
Bank of America откупится от иска за 2,4 миллиарда долларов	0
Джигарханян захотел умереть дома	0
Россияне в третий раз подряд проиграли на Евробаскете	0
Магнитную бактерию создали с помощью искусственной эволюции	0
McDonalds понизит почасовую зарплату для своих сотрудников на территории России из-за санкций США	1
«Талибан»* пожелал победы Сергею Лаврову на выборах в Госдуму	1
Невакцинированным гражданам запретят продавать алкоголь	1
В Госдуму внесён закон о запрете любого применения дронов гражданскими	1
Гимнаст Нагорный рассказал о победе в многоборье на Кубке России	0
Дочь получившего Оскара режиссера решила продать лишнюю статуэтку	0
Эван Макгрегор станет возлюбленным Джима Керри	0
Диего Марадона сделает еще одну попытку вернуться в футбол	0
В США началось создание умной противокорабельной ракеты	0
ФАС согласилась принять в качестве штрафа от Apple 3 тысячи iPhone и MacBook	1
Елизавета II побывает на съемках «Игры престолов»	0
Вера Звонарева прервала победную серию Серены Уильямс	0
Итоги года. Россия	1
От коронавируса скончался последний гомеопат России	1
В рамках подготовки к Олимпиаде белорусский ОМОН снял с дистанции 50 триатлонистов	1
Клоун-металлист попытался провезти десять килограммов кокаина в Японию	0
Австралия приостановила полеты вертолетов Black Hawk	0
Новое исследование вывело древних людей из леса 2 миллиона лет назад	0
Путин не будет вмешиваться в сделку Газпрома и Сибнефти	0
Пензенских школьников заставили отозвать клятву на верность арестованному экс-губернатору, которую они давали в 2019 году	1
Лукас назвал дату релиза третьего эпизода Звездных войн	0
Генштаб: заключение брака между Петровым и Бошировым во Франции требовалось для маскировки	1
Рядом с Россией нашли загадочный источник радиоактивного заражения	0
Минспорта утвердило лимит на легионеров в КХЛ	0
Принятие бюджета Москвы отложено на неопределенный срок	0
С 1 июня дислокация «штрафующих камер» станет государственной тайной	1
Физики научились сортировать изомеры органических молекул	0
Авиакомпания «Победа» приостанавливает полёты в связи с угрозой возвращения в Россию Алексея Навального	1
Роскомнадзор потребовал от YouTube удалить все видео с целующимся Брежневым	1
Москва становится Парижем по стоимости аренды офисов	0
В России введут государственную монополию на гороскопы	1
Фанаты Барселоны оплевали тренера Челси	0
РАО ЕЭС купило Силовые машины	0
Фетисов: Колосков не держит слово, это не делает ему чести	0
Глава Сбербанка пробежит с олимпийским огнем по Санкт-Петербургу	0
Футболисты «КамАЗа» пригрозили бойкотом из-за долгов по зарплате	0
В июле Россия обошлась без траты резервных фондов	0
Слуцкий записал соперника ЦСКА в восьмерку лучших команд Европы	0
Христо Грозев снимет фильм «Любовь и голуби» о жизни сотрудников ФБК* за рубежом	1
Янукович назвал сумму переплат за российский газ	0
Американские рэперы Onyx объяснили выступление в Крыму наличием там хип-хопа	0
«У нас со своим нельзя»: депутата, принесшего из дома контейнер с черной икрой, выгнали из думской столовой	1
Скончался актер Боб Хоскинс	0
Мадонна и Гай Ричи решили сделать вторую попытку	0
Нейросеть вылечили от психического заболевания	1
На берегу Белого моря появился All inclusive отель с аквадискотекой	1
Лукашенко потребовал разблокировать аккаунт Романа Протасевича в Instagram	1
Правительство освободит добровольные пенсии от двойного налогообложения	0
Счетная палата не решилась озвучить итоги приватизации	0
На время новогодних выходных отменят акциз на алкоголь	1
Домашним животным депутатов будут оплачивать больничный лист	1
Для сдерживания продуктовой инфляции россиян обяжут засеивать приусадебные участки	1
Моуринью предсказал первого финалиста Лиги чемпионов	0
Крейсер «Аврора» перекрыл Неву во время репетиции парада Победы	1
В сезоне-2018/19 Россию в Лиге чемпионов представят три клуба	0
Назван срок появления Pokemon Go в России	0
С 1 января непривитым гражданам ограничат продажу бензина	1
Робот Фёдор возглавит комиссию по валидации итогов ДЭГ в Москве	1
На новогодние праздники вход в ЦУМ станет платным	1
В Минздраве считают «слабаками» россиян, посещающих психотерапевта	1
Алиса Теплякова вызвала Грету Тунберг на дебаты об украденном детстве	1
Штрафы за распитие спиртных напитков в общественных местах войдут в чеки ресторанов	1
Том Круз оказался обаятельным негодяем	0
Сталлоне объяснил свое возвращение к роли Рокки	0
Из-за коронавируса победителям международных олимпиад вместо денежных призов подарят петушков на палочке	1
СГК начала набор во Всероссийский студотряд  для участия в Рубцовском проекте	0
В 2011 году Россия займет еще 5,5 миллиарда долларов за рубежом	0
В Кремле ничего не слышали об обещании талибов забивать людей камнями по решению суда	1
Продажи автомобилей в США достигли максимума за шесть лет	0
Ученые лишились подписки на тысячи журналов из-за обвала рубля	0
СМИ: половина французских министров тайно привилась «Спутником V»	1
Российско-белорусскую ПВО испытают осенью 2009 года	0
Бывший курьер «Яндекс.Еды» возглавил один из мексиканских наркокартелей	1
В Печорский район Псковской области будут переселены 4 казачьи станицы	1
Депутаты смогут компенсировать расходы на OnlyFans и Pornhub за счёт бюджета	1
УЕФА объяснил драку на стадионе в Киеве схожестью флагов России и Франции	0
Sony выпустит две новых читалки	0
Государство нацелилось на контрольный пакет Мегафона	0
Роскосмос предложил разделить должность генконструктора ГЛОНАСС	0
В Москве гостям паба подавали вместо элитного кэннед бира обычную баночную Балтику	1
Противники QR-кодов всю субботу не будут посещать туалет в знак протеста против произвола правительства	1
Великобритания закупит этой зимой рекордное количество ватников	1
Суд назначил Тиллю Линдеманну 6 месяцев исправительных работ в группе «Любэ»	1
Орнитологическая реформа-2030: голубей в городах заменят соловьями	1
У Натальи Гундаревой появились признаки выхода из комы	0
Совет Федерации разрешил прерывать обращения президента на рекламу	1
В Воронежской области арестовали мошенников, шантажировавших региональные власти приездом Мишустина	1
Goldman Sachs и Morgan Stanley урезали выплаты топ-менеджерам	0
Вуди Аллен: Террористы добились только обратного результата	0
Люксембург введет уголовную ответственность за отрицание роли страны в победе над фашистской Германией	1
Институт им. Виноградова внёс слово «доллар» в реестр обсценной лексики	1
В России введут налог на владение иностранными языками	1
Сергей Шойгу объявил об открытии российской военной базы на Сатурне	1
Лукашенко потребовал от России возместить потери Беларуси из-за распада СССР	1
Российские банки обяжут составить планы спасения на случай кризиса	0
В Германии россиянин, украинец и белорус попали в реанимацию после неудачной попытки снести 5G-вышку	1
На инаугурацию правительства Афганистана 11 сентября отправится эскадрилья бомбардировщиков B-52	1
Ющенко позвал США поучаствовать в модернизации украинских газопроводов	0
Новым главой «Роскосмоса» назначен Анатолий Сердюков	1
Fitch сохранило кредитный рейтинг России	0
Студия Артемия Лебедева выиграла тендер на создание нового дизайна немецкого паспорта	1
Лукашенко поручил наказать чиновников, из-за которых был незаконно арестован Сергей Тихановский	1
Болгария оформила патентное право на болгарку	1
В преддверии Хэллоуина в России приостановили продажу тыкв	1
Футболист обыграл всю команду соперника и забил гол	0
Пивоварня Velké Popovice разорилась после объявления сыктывкарцами бойкота на покупку чешского пива	1
На Балтике завершились ходовые испытания фрегата для ВМС Индии	0
Депутаты Госдумы получат компенсации из бюджета за занятия спортом	1
Евгений Понасенков поделился кадрами со съёмки сериала «Этерна»	1
Алексей Навальный выдал кадры из GTA 5 за недвижимость Путина	1
Конвертация в NFT статей Олега Кашина сломала сеть Ethereum	1
Лукашенко пообещал приводом доставить в Минск всех участников чемпионата мира по хоккею	1
